FIDE ID,HistoryJSON
1321641,"[{""period"": ""2025-Dec"", ""std"": 20.8, ""rapid"": 2.4, ""blitz"": 0.0}, {""period"": ""2025-Nov"", ""std"": 0.0, ""rapid"": -37.8, ""blitz"": 0.0}, {""period"": ""2025-Oct"", ""std"": -2.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Sep"", ""std"": 3.6, ""rapid"": 4.8, ""blitz"": 0.0}, {""period"": ""2025-Jul"", ""std"": 7.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jun"", ""std"": 0.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Apr"", ""std"": 2.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Mar"", ""std"": -8.8, ""rapid"": -40.0, ""blitz"": 0.0}, {""period"": ""2025-Feb"", ""std"": -5.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jan"", ""std"": 4.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Dec"", ""std"": -6.8, ""rapid"": -9.2, ""blitz"": 0.0}, {""period"": ""2024-Nov"", ""std"": -11.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Oct"", ""std"": 11.4, ""rapid"": -17.8, ""blitz"": 0.0}, {""period"": ""2024-Jul"", ""std"": -9.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Jun"", ""std"": -39.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-May"", ""std"": -5.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Apr"", ""std"": -3.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Dec"", ""std"": 9.0, ""rapid"": 13.6, ""blitz"": 0.0}, {""period"": ""2023-Nov"", ""std"": -0.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Oct"", ""std"": 6.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Sep"", ""std"": 11.4, ""rapid"": -4.8, ""blitz"": 0.0}, {""period"": ""2023-Aug"", ""std"": -43.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jul"", ""std"": -11.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jun"", ""std"": -12.4, ""rapid"": 0.0, ""blitz"": 0.0}]"
1318853,"[{""period"": ""2025-Dec"", ""std"": 14.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Sep"", ""std"": 0.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-May"", ""std"": 2.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Apr"", ""std"": -10.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Mar"", ""std"": -10.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jan"", ""std"": 3.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Nov"", ""std"": -15.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Jun"", ""std"": -2.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-May"", ""std"": 1.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Nov"", ""std"": 4.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Sep"", ""std"": 8.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jul"", ""std"": -11.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jun"", ""std"": 4.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2021-Dec"", ""std"": -4.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2021-Oct"", ""std"": 4.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-Aug"", ""std"": 2.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-Jun"", ""std"": 6.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-Apr"", ""std"": -8.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2018-Nov"", ""std"": -12.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2018-Aug"", ""std"": 4.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2018-Jul"", ""std"": 14.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2018-May"", ""std"": -8.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2018-Apr"", ""std"": -9.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2017-Oct"", ""std"": -7.6, ""rapid"": 0.0, ""blitz"": 0.0}]"
1326155,"[{""period"": ""2024-Nov"", ""std"": -2.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Sep"", ""std"": -3.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Jul"", ""std"": -4.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Mar"", ""std"": -9.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Feb"", ""std"": 3.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Nov"", ""std"": 12.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jul"", ""std"": 3.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-May"", ""std"": 14.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2021-Nov"", ""std"": 7.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2021-Oct"", ""std"": -15.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-Dec"", ""std"": 8.4, ""rapid"": 2.4, ""blitz"": 0.0}, {""period"": ""2019-Oct"", ""std"": 0.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-Sep"", ""std"": -1.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-May"", ""std"": 1.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-Mar"", ""std"": 4.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2018-Sep"", ""std"": -5.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2018-Apr"", ""std"": -4.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2017-May"", ""std"": 6.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2016-Sep"", ""std"": 4.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2015-Sep"", ""std"": 8.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2014-Sep"", ""std"": 25.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2013-Jul"", ""std"": 0.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2013-Feb"", ""std"": -18.3, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2011-Sep"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1304461,"[{""period"": ""2025-Oct"", ""std"": -6.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jul"", ""std"": -8.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-May"", ""std"": -1.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Feb"", ""std"": -13.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Dec"", ""std"": 1.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Sep"", ""std"": -9.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Jul"", ""std"": 2.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Jun"", ""std"": -4.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Apr"", ""std"": -5.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Nov"", ""std"": -14.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Oct"", ""std"": -5.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Sep"", ""std"": -9.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jul"", ""std"": -20.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jun"", ""std"": -10.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-May"", ""std"": 10.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2022-Oct"", ""std"": 0.0, ""rapid"": -9.6, ""blitz"": 0.0}, {""period"": ""2022-Jan"", ""std"": -13.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2021-Dec"", ""std"": 12.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2021-Nov"", ""std"": -2.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2021-Oct"", ""std"": -8.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-Oct"", ""std"": 8.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-Jun"", ""std"": -2.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-May"", ""std"": -6.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2018-Oct"", ""std"": 2.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1306162,"[{""period"": ""2025-Dec"", ""std"": 33.4, ""rapid"": -18.2, ""blitz"": 0.0}, {""period"": ""2025-Nov"", ""std"": 0.0, ""rapid"": 12.6, ""blitz"": 0.0}, {""period"": ""2025-Oct"", ""std"": -4.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Sep"", ""std"": 11.2, ""rapid"": 1.2, ""blitz"": 0.0}, {""period"": ""2025-Aug"", ""std"": 16.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jul"", ""std"": -1.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jun"", ""std"": -7.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-May"", ""std"": -12.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Apr"", ""std"": 5.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Mar"", ""std"": -8.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Feb"", ""std"": 3.2, ""rapid"": -29.0, ""blitz"": 0.0}, {""period"": ""2025-Jan"", ""std"": -6.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Dec"", ""std"": 2.2, ""rapid"": 0.8, ""blitz"": 0.0}, {""period"": ""2024-Nov"", ""std"": -10.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Oct"", ""std"": 11.6, ""rapid"": -9.6, ""blitz"": 0.0}, {""period"": ""2024-Sep"", ""std"": -8.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Jul"", ""std"": -13.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Jun"", ""std"": -32.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-May"", ""std"": -5.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Apr"", ""std"": 0.0, ""rapid"": -10.0, ""blitz"": 0.0}, {""period"": ""2023-Dec"", ""std"": -6.0, ""rapid"": -17.4, ""blitz"": 0.0}, {""period"": ""2023-Nov"", ""std"": 2.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Sep"", ""std"": -9.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Aug"", ""std"": -2.2, ""rapid"": 0.0, ""blitz"": 0.0}]"
1317652,"[{""period"": ""2025-Nov"", ""std"": 0.0, ""rapid"": -10.6, ""blitz"": 0.0}, {""period"": ""2025-Oct"", ""std"": -6.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jul"", ""std"": -7.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jun"", ""std"": 7.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-May"", ""std"": 10.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Apr"", ""std"": -14.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jan"", ""std"": 9.8, ""rapid"": -28.0, ""blitz"": 0.0}, {""period"": ""2020-Jan"", ""std"": -40.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-Jan"", ""std"": -5.2, ""rapid"": -16.2, ""blitz"": 0.0}, {""period"": ""2014-Dec"", ""std"": -13.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2013-Dec"", ""std"": 12.9, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2012-Dec"", ""std"": -2.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2011-Sep"", ""std"": -3.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2010-Sep"", ""std"": -2.25, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2010-Jan"", ""std"": -1.75, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2009-Sep"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2009-Jan"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2008-Jan"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1338447,"[{""period"": ""2025-Dec"", ""std"": 11.8, ""rapid"": -5.4, ""blitz"": 0.0}, {""period"": ""2025-Oct"", ""std"": 15.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Sep"", ""std"": -4.4, ""rapid"": 11.6, ""blitz"": 0.0}, {""period"": ""2025-Jul"", ""std"": 5.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jun"", ""std"": 0.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-May"", ""std"": -2.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Apr"", ""std"": -27.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Mar"", ""std"": -11.0, ""rapid"": 35.2, ""blitz"": 0.0}, {""period"": ""2025-Feb"", ""std"": 15.0, ""rapid"": 0.2, ""blitz"": 0.0}, {""period"": ""2025-Jan"", ""std"": -5.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Dec"", ""std"": 3.6, ""rapid"": 13.0, ""blitz"": 0.0}, {""period"": ""2024-Nov"", ""std"": 7.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Oct"", ""std"": -6.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Sep"", ""std"": 4.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Jun"", ""std"": -7.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-May"", ""std"": -3.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Apr"", ""std"": -6.2, ""rapid"": 11.0, ""blitz"": 0.0}, {""period"": ""2024-Feb"", ""std"": 19.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Dec"", ""std"": 28.8, ""rapid"": 2.0, ""blitz"": 0.0}, {""period"": ""2023-Nov"", ""std"": 17.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Aug"", ""std"": 35.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jul"", ""std"": -8.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jun"", ""std"": 8.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jan"", ""std"": 6.8, ""rapid"": 11.2, ""blitz"": 0.0}]"
1317636,"[{""period"": ""2025-Nov"", ""std"": 0.0, ""rapid"": -25.2, ""blitz"": 0.0}, {""period"": ""2025-Oct"", ""std"": 1.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Sep"", ""std"": 3.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jul"", ""std"": -5.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-May"", ""std"": -10.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jan"", ""std"": 5.4, ""rapid"": -2.2, ""blitz"": 0.0}, {""period"": ""2020-Jan"", ""std"": -21.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-Aug"", ""std"": -3.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-Jan"", ""std"": -1.4, ""rapid"": -0.2, ""blitz"": 0.0}, {""period"": ""2013-Sep"", ""std"": -17.1, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2012-Sep"", ""std"": -9.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2011-Sep"", ""std"": -21.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2010-Sep"", ""std"": -4.5, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2010-Jan"", ""std"": -4.25, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2009-Sep"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2008-Oct"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1316770,"[{""period"": ""2025-Nov"", ""std"": 0.0, ""rapid"": -0.2, ""blitz"": 0.0}, {""period"": ""2025-Oct"", ""std"": -1.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Sep"", ""std"": 6.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Aug"", ""std"": -3.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jul"", ""std"": -8.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-May"", ""std"": -8.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Apr"", ""std"": -6.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Mar"", ""std"": -7.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Feb"", ""std"": 12.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Dec"", ""std"": 2.0, ""rapid"": -8.8, ""blitz"": 0.0}, {""period"": ""2024-Nov"", ""std"": 15.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Oct"", ""std"": 0.0, ""rapid"": 8.8, ""blitz"": 0.0}, {""period"": ""2024-Jun"", ""std"": -0.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Feb"", ""std"": -4.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Dec"", ""std"": -8.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Oct"", ""std"": 2.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Sep"", ""std"": 0.0, ""rapid"": -3.2, ""blitz"": 0.0}, {""period"": ""2023-May"", ""std"": -20.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Apr"", ""std"": -57.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Mar"", ""std"": 4.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Feb"", ""std"": -6.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Jan"", ""std"": -2.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2022-Aug"", ""std"": 0.0, ""rapid"": 10.0, ""blitz"": 92.6}, {""period"": ""2020-Mar"", ""std"": 0.0, ""rapid"": -1.8, ""blitz"": 0.0}]"
1335480,"[{""period"": ""2025-Dec"", ""std"": 16.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Sep"", ""std"": 8.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Mar"", ""std"": -45.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2021-Oct"", ""std"": -7.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2019-Mar"", ""std"": 32.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2018-Oct"", ""std"": -14.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2018-Jul"", ""std"": -3.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2017-Feb"", ""std"": 0.0, ""rapid"": -21.0, ""blitz"": 0.0}, {""period"": ""2017-Jan"", ""std"": 24.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2015-Dec"", ""std"": -30.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2015-Sep"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2015-Jul"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1360841,"[{""period"": ""2025-Dec"", ""std"": -11.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Nov"", ""std"": 0.0, ""rapid"": -7.6, ""blitz"": 0.0}, {""period"": ""2025-Oct"", ""std"": -6.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Sep"", ""std"": 0.0, ""rapid"": 18.0, ""blitz"": 0.0}, {""period"": ""2025-May"", ""std"": -6.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Dec"", ""std"": -8.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Nov"", ""std"": 8.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-May"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Feb"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1351567,"[{""period"": ""2025-Dec"", ""std"": -6.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Nov"", ""std"": 0.0, ""rapid"": 16.4, ""blitz"": 0.0}, {""period"": ""2025-Sep"", ""std"": 0.0, ""rapid"": -16.8, ""blitz"": 0.0}, {""period"": ""2025-Jul"", ""std"": 12.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jun"", ""std"": 1.2, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-May"", ""std"": 5.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Apr"", ""std"": -6.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Mar"", ""std"": -1.6, ""rapid"": 18.8, ""blitz"": 0.0}, {""period"": ""2025-Feb"", ""std"": -2.4, ""rapid"": 18.8, ""blitz"": 0.0}, {""period"": ""2025-Jan"", ""std"": -7.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Dec"", ""std"": 10.2, ""rapid"": 3.2, ""blitz"": 0.0}, {""period"": ""2024-Nov"", ""std"": 1.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Oct"", ""std"": 0.0, ""rapid"": 19.0, ""blitz"": 0.0}, {""period"": ""2024-Sep"", ""std"": 6.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Aug"", ""std"": 0.0, ""rapid"": 24.6, ""blitz"": -17.8}, {""period"": ""2024-May"", ""std"": 1.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Apr"", ""std"": 0.0, ""rapid"": 64.4, ""blitz"": 0.0}, {""period"": ""2024-Mar"", ""std"": -10.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Feb"", ""std"": -5.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Jan"", ""std"": 24.4, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Dec"", ""std"": -76.4, ""rapid"": 20.0, ""blitz"": 0.0}, {""period"": ""2023-Sep"", ""std"": 0.0, ""rapid"": -18.0, ""blitz"": 0.0}, {""period"": ""2023-Jun"", ""std"": 79.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Apr"", ""std"": -6.4, ""rapid"": 0.0, ""blitz"": 0.0}]"
1335430,"[{""period"": ""2025-Dec"", ""std"": 22.8, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Nov"", ""std"": 0.0, ""rapid"": -16.4, ""blitz"": 0.0}, {""period"": ""2025-Oct"", ""std"": 19.6, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jun"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-May"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Apr"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Mar"", ""std"": 0.0, ""rapid"": -6.8, ""blitz"": 0.0}, {""period"": ""2025-Feb"", ""std"": 0.0, ""rapid"": -2.8, ""blitz"": 0.0}, {""period"": ""2025-Jan"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2024-Oct"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2015-Jul"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2015-Apr"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1369318,"[{""period"": ""2025-Oct"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Jul"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-May"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1367110,"[{""period"": ""2025-Nov"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Sep"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Feb"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1374877,"[{""period"": ""2025-Sep"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1378015,"[{""period"": ""2025-Nov"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1377418,"[{""period"": ""2025-Dec"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Nov"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1356771,"[{""period"": ""2025-Mar"", ""std"": 0.0, ""rapid"": -24.0, ""blitz"": 0.0}, {""period"": ""2025-Feb"", ""std"": 0.0, ""rapid"": -24.4, ""blitz"": 0.0}, {""period"": ""2024-Apr"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2023-Sep"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
1369288,"[{""period"": ""2025-Nov"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}, {""period"": ""2025-Apr"", ""std"": 0.0, ""rapid"": 0.0, ""blitz"": 0.0}]"
